committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00573758,VAN HOLLEN FOR SENATE,2022,12P,202207079517843542,17,500809849,1607415,PAC,POLITICAL ACTION COMMITTEE,C00468314,C00468314,"DEMOCRACY ENGINE, INC. PAC",DC,,,,,CREDIT CARD PROCESSING FEE,,,2022-06-29 00:00:00,2.08,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-07-09 03:34:16.507,,,,0.00,,,,,,,,,,,,S,,P,F3,4070720221539522060,WASHINGTON,200011801,OTHER,,2022,SB,4070820221539614296,https://docquery.fec.gov/cgi-bin/fecimg/?202207079517843542,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,12P,202207079517843542,17,500808577,1607415,PAC,POLITICAL ACTION COMMITTEE,C00468314,C00468314,"DEMOCRACY ENGINE, INC. PAC",DC,,,,,CREDIT CARD PROCESSING FEE,,,2022-05-26 00:00:00,3.06,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-07-09 03:34:16.507,,,,0.00,,,,,,,,,,,,S,,P,F3,4070720221539522060,WASHINGTON,200011801,OTHER,,2022,SB,4070820221539614295,https://docquery.fec.gov/cgi-bin/fecimg/?202207079517843542,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,12P,202207079517843550,17,500808572,1607415,PAC,POLITICAL ACTION COMMITTEE,C00441949,C00441949,JSTREETPAC,DC,,,,,CREDIT CARD PROCESSING FEE,,,2022-04-08 00:00:00,3.25,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-07-09 03:34:16.512,,,,0.00,,,,,,,,,,,,S,,P,F3,4070720221539522060,WASHINGTON,200330106,OTHER,,2022,SB,4070820221539614319,https://docquery.fec.gov/cgi-bin/fecimg/?202207079517843550,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q3,202110159467836590,17,500765255,1544504,PAC,POLITICAL ACTION COMMITTEE,C00441949,C00441949,JSTREETPAC,DC,,,,,CREDIT CARD PROCESSING FEE,,,2021-09-29 00:00:00,3.25,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-02 03:52:38.193,,,,0.00,,,,,,,,,,,,S,,P,F3,4101620211373828212,WASHINGTON,200330106,OTHER,,2022,SB,4110220211376859141,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467836590,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,Q1,202204159499771541,17,500798674,1586865,ORG,ORGANIZATION,,,CAPITAL ONE,NC,,,,,INTEREST,X,,2022-03-28 00:00:00,3.47,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-10 03:36:48.369,,500798596,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620221470869139,CHARLOTTE,282721083,OTHER,*,2022,SB,4050920221476021225,https://docquery.fec.gov/cgi-bin/fecimg/?202204159499771541,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,12P,202207079517843542,17,500808576,1607415,PAC,POLITICAL ACTION COMMITTEE,C00468314,C00468314,"DEMOCRACY ENGINE, INC. PAC",DC,,,,,CREDIT CARD PROCESSING FEE,,,2022-05-17 00:00:00,4.45,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-07-09 03:34:16.507,,,,0.00,,,,,,,,,,,,S,,P,F3,4070720221539522060,WASHINGTON,200011801,OTHER,,2022,SB,4070820221539614294,https://docquery.fec.gov/cgi-bin/fecimg/?202207079517843542,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,YE,202201319486081444,20A,500781577,1565641,IND,INDIVIDUAL,,,"FAUST, DOROTHY A. CRAGO",MD,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2021-12-12 00:00:00,5.00,,,,,,,,,,,,,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 04:33:30.078,,,,0.00,FAUST,DOROTHY,A. CRAGO,,,,,,,,,S,,P,F3,4013120221403735093,POTOMAC,208541401,REFUNDS,,2022,SB,4022420221453297194,https://docquery.fec.gov/cgi-bin/fecimg/?202201319486081444,Refunds of Contributions to Individuals/Persons Other Than Political Committees,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q3,202110159467836577,17,500764612,1544504,ORG,ORGANIZATION,,,AMAZON.COM,WA,,,,,OFFICE SUPPLIES,X,,2021-07-20 00:00:00,7.39,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-02 03:52:38.191,,500764547,SB17,0.00,,,,,,,,,,,,S,,P,F3,4101620211373828212,SEATTLE,981442734,ADMINISTRATIVE,*,2022,SB,4110220211376859101,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467836577,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q3,202110159467836589,17,500762037,1544504,PAC,POLITICAL ACTION COMMITTEE,C00441949,C00441949,JSTREETPAC,DC,,,,,CREDIT CARD PROCESSING FEE,,,2021-09-03 00:00:00,8.13,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-02 03:52:38.193,,,,0.00,,,,,,,,,,,,S,,P,F3,4101620211373828212,WASHINGTON,200330106,OTHER,,2022,SB,4110220211376859138,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467836589,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,12P,202207079517843577,17,500808442,1607415,ORG,ORGANIZATION,,,USPS - KENSINGTON,MD,,,,,POSTAGE,,,2022-04-08 00:00:00,8.70,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-07-09 03:34:16.527,,,,0.00,,,,,,,,,,,,S,,P,F3,4070720221539522060,KENSINGTON,208957532,ADMINISTRATIVE,,2022,SB,4070820221539614399,https://docquery.fec.gov/cgi-bin/fecimg/?202207079517843577,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599319,17,500743886,1512132,ORG,ORGANIZATION,,,NETWORK SOLUTIONS,FL,,,,,DOMAIN REGISTRATION,X,,2020-12-16 00:00:00,10.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.402,,500743877,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,JACKSONVILLE,322584468,OTHER,*,2022,SB,4042820211280311967,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599319,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599322,17,500743936,1512132,ORG,ORGANIZATION,,,CAPITAL ONE,NC,,,,,INTEREST,X,,2021-02-07 00:00:00,11.75,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.403,,500743926,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,CHARLOTTE,282721083,OTHER,*,2022,SB,4042820211280311977,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599322,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,YE,202201319486081398,17,500782591,1565641,ORG,ORGANIZATION,,,AMAZON.COM,WA,,,,,OFFICE SUPPLIES,X,,2021-12-02 00:00:00,13.77,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 04:33:30.069,,500781864,SB17,0.00,,,,,,,,,,,,S,,P,F3,4013120221403735093,SEATTLE,981442734,ADMINISTRATIVE,*,2022,SB,4022420221453297056,https://docquery.fec.gov/cgi-bin/fecimg/?202201319486081398,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,Q1,202204159499771540,17,500798662,1586865,ORG,ORGANIZATION,,,AMAZON.COM,WA,,,,,OFFICE SUPPLIES,X,,2022-03-28 00:00:00,13.77,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-10 03:36:48.369,,500798596,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620221470869139,SEATTLE,981442734,ADMINISTRATIVE,*,2022,SB,4050920221476021223,https://docquery.fec.gov/cgi-bin/fecimg/?202204159499771540,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599316,17,500743892,1512132,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2020-12-24 00:00:00,14.99,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.402,,500743877,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,CHICAGO,606731293,OTHER,*,2022,SB,4042820211280311959,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599316,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599321,17,500743932,1512132,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-01-24 00:00:00,14.99,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.403,,500743926,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,CHICAGO,606731293,OTHER,*,2022,SB,4042820211280311974,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599321,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599324,17,500743966,1512132,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-02-24 00:00:00,14.99,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.404,,500743958,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,CHICAGO,606731293,OTHER,*,2022,SB,4042820211280311984,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599324,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q2,202107159451583124,17,500757007,1527557,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-03-24 00:00:00,14.99,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-07-31 04:54:55.778,,500756210,SB17,0.00,,,,,,,,,,,,S,,P,F3,4071620211320722013,CHICAGO,606731293,OTHER,*,2022,SB,4073120211324265492,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451583124,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599320,17,500743890,1512132,ORG,ORGANIZATION,,,THE NEW YORK TIMES COMPANY,NY,,,,,MEDIA SUBSCRIPTION,X,,2020-12-19 00:00:00,15.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.403,,500743877,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,NEW YORK,100181618,ADVERTISING,*,2022,SB,4042820211280311972,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599320,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599323,17,500743929,1512132,ORG,ORGANIZATION,,,THE NEW YORK TIMES COMPANY,NY,,,,,MEDIA SUBSCRIPTION,X,,2021-01-16 00:00:00,15.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.404,,500743926,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,NEW YORK,100181618,ADVERTISING,*,2022,SB,4042820211280311981,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599323,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599327,17,500743963,1512132,ORG,ORGANIZATION,,,THE NEW YORK TIMES COMPANY,NY,,,,,MEDIA SUBSCRIPTION,X,,2021-02-13 00:00:00,15.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.404,,500743958,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620211277753829,NEW YORK,100181618,ADVERTISING,*,2022,SB,4042820211280311993,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599327,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q1,202104159443599352,20A,500736842,1512132,IND,INDIVIDUAL,,,"MILLS, WILLIAM E.",MD,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2021-01-19 00:00:00,15.00,,,,,,,,,,,,,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-04-29 03:52:13.409,,,,0.00,MILLS,WILLIAM,E.,,,,,,,,,S,,P,F3,4041620211277753829,CHEVY CHASE,208153325,REFUNDS,,2022,SB,4042820211280313066,https://docquery.fec.gov/cgi-bin/fecimg/?202104159443599352,Refunds of Contributions to Individuals/Persons Other Than Political Committees,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,Q1,202204159499771525,17,500798680,1586865,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACTBLUE,MA,,,,,CREDIT CARD PROCESSING FEE,,,2022-01-03 00:00:00,15.28,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-10 03:36:48.362,,,,0.00,,,,,,,,,,,,S,,P,F3,4041620221470869139,SOMERVILLE,021443132,OTHER,,2022,SB,4050920221476021177,https://docquery.fec.gov/cgi-bin/fecimg/?202204159499771525,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,YE,202201319486081383,17,500769269,1565641,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-09-24 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 04:33:30.064,,500768706,SB17,0.00,,,,,,,,,,,,S,,P,F3,4013120221403735093,CHICAGO,606731293,OTHER,*,2022,SB,4022420221453297011,https://docquery.fec.gov/cgi-bin/fecimg/?202201319486081383,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,YE,202201319486081391,17,500782562,1565641,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-10-24 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 04:33:30.068,,500778385,SB17,0.00,,,,,,,,,,,,S,,P,F3,4013120221403735093,CHICAGO,606731293,OTHER,*,2022,SB,4022420221453297034,https://docquery.fec.gov/cgi-bin/fecimg/?202201319486081391,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,YE,202201319486081398,17,500782579,1565641,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-11-24 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-02-26 04:33:30.069,,500781864,SB17,0.00,,,,,,,,,,,,S,,P,F3,4013120221403735093,CHICAGO,606731293,OTHER,*,2022,SB,4022420221453297055,https://docquery.fec.gov/cgi-bin/fecimg/?202201319486081398,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,Q1,202204159499771540,17,500798653,1586865,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2022-03-28 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-10 03:36:48.369,,500798596,SB17,0.00,,,,,,,,,,,,S,,P,F3,4041620221470869139,CHICAGO,606731293,OTHER,*,2022,SB,4050920221476021222,https://docquery.fec.gov/cgi-bin/fecimg/?202204159499771540,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2022,12P,202207079517843527,17,500810226,1607415,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2022-05-03 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-07-09 03:34:16.5,,500810139,SB17,0.00,,,,,,,,,,,,S,,P,F3,4070720221539522060,CHICAGO,606731293,OTHER,*,2022,SB,4070820221539614250,https://docquery.fec.gov/cgi-bin/fecimg/?202207079517843527,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q2,202107159451583129,17,500756905,1527557,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-04-24 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-07-31 04:54:55.779,,500756228,SB17,0.00,,,,,,,,,,,,S,,P,F3,4071620211320722013,CHICAGO,606731293,OTHER,*,2022,SB,4073120211324265509,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451583129,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q2,202107159451583134,17,500757033,1527557,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-05-24 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-07-31 04:54:55.78,,500756253,SB17,0.00,,,,,,,,,,,,S,,P,F3,4071620211320722013,CHICAGO,606731293,OTHER,*,2022,SB,4073120211324265524,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451583134,Operating Expenditures,,,,,,
C00573758,VAN HOLLEN FOR SENATE,2021,Q3,202110159467836571,17,500764512,1544504,ORG,ORGANIZATION,,,ADOBE SYSTEMS INC.,IL,,,,,IT SERVICE,X,,2021-06-24 00:00:00,15.89,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-02 03:52:38.19,,500764503,SB17,0.00,,,,,,,,,,,,S,,P,F3,4101620211373828212,CHICAGO,606731293,OTHER,*,2022,SB,4110220211376859084,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467836571,Operating Expenditures,,,,,,
