committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720553,30B,B3AC4D8D5654E412CA7F,1651324,ORG,ORGANIZATION,,,CREATIVE DIRECT LLC,VA,,,,,EXEMPT-MASS MAILINGS/DUNN,,,2022-10-18 00:00:00,18275.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,RICHMOND,23219,MATERIALS,,2022,SB,4120120221632540297,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720553,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720547,21B,BB3DE3ABF60B9403691E,1651324,ORG,ORGANIZATION,,,"CAMPAIGN INBOX, LLC",DC,,,,,EMAIL CONSULTING/LIST RENTAL FEES,,,2022-10-18 00:00:00,3.75,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,WASHINGTON,200012993,ADMINISTRATIVE,,2022,SB,4120120221632540280,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720547,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720547,21B,B8EBE7277BD94415993E,1651324,ORG,ORGANIZATION,,,WINRED TECHNICAL SERVICES LLC,VA,,,,,CREDIT CARD SERVICE FEES,,,2022-10-18 00:00:00,8.83,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,ARLINGTON,222092517,OTHER,,2022,SB,4120120221632540279,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720547,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720546,21B,BA44658BEBDCA4E4BAF6,1651324,ORG,ORGANIZATION,,,WINRED TECHNICAL SERVICES LLC,VA,,,,,CREDIT CARD SERVICE FEES,,,2022-10-18 00:00:00,17.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,ARLINGTON,222092517,OTHER,,2022,SB,4120120221632540278,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720546,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720591,30B,BF568870F74BE409E85A,1651324,IND,INDIVIDUAL,,,"HETU, LAURENT",FL,,,,,REIMB: SEE BELOW,,,2022-10-17 00:00:00,286.46,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,HETU,LAURENT,,,,,,,,,,Y,,U,F3X,4102720221592347250,GULF BREEZE,325633382,OTHER,,2022,SB,4120120221632540409,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720591,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720588,30B,BF95B09C516D84D5995E,1651324,IND,INDIVIDUAL,,,"NELSON, MARCIA",FL,,,,,REIMB: SEE BELOW,,,2022-10-17 00:00:00,150.50,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,NELSON,MARCIA,,,,,,,,,,Y,,U,F3X,4102720221592347250,SARASOTA,342433811,OTHER,,2022,SB,4120120221632540400,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720588,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720557,30B,B373EDCC29D4D494E85D,1651324,ORG,ORGANIZATION,,,AM STRATEGIES LLC,FL,,,,,EXEMPT-MASS MAILINGS/LEE,,,2022-10-17 00:00:00,44651.04,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,TAMPA,336062473,MATERIALS,,2022,SB,4120120221632540307,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720557,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720546,21B,B3125E72B51794592832,1651324,ORG,ORGANIZATION,,,ANEDOT,LA,,,,,CREDIT CARD SERVICE FEES,,,2022-10-17 00:00:00,5.14,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,BATON ROUGE,70801,OTHER,,2022,SB,4120120221632540277,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720546,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720546,21B,BA5093182C5DD4AE0B3E,1651324,ORG,ORGANIZATION,,,"CAMPAIGN INBOX, LLC",DC,,,,,EMAIL CONSULTING/LIST RENTAL FEES,,,2022-10-17 00:00:00,2.70,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,WASHINGTON,200012993,ADMINISTRATIVE,,2022,SB,4120120221632540276,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720546,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720545,21B,B2BED59C3F7FE42D4A0C,1651324,ORG,ORGANIZATION,,,WINRED TECHNICAL SERVICES LLC,VA,,,,,CREDIT CARD SERVICE FEES,,,2022-10-17 00:00:00,17.77,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,ARLINGTON,222092517,OTHER,,2022,SB,4120120221632540275,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720545,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720545,21B,B02A725ED07BD4305909,1651324,ORG,ORGANIZATION,,,WINRED TECHNICAL SERVICES LLC,VA,,,,,CREDIT CARD SERVICE FEES,,,2022-10-17 00:00:00,13.53,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,ARLINGTON,222092517,OTHER,,2022,SB,4120120221632540274,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720545,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720610,30B,B4741DF29316D4B08805,1651324,ORG,ORGANIZATION,,,CREATIVE DIRECT LLC,VA,,,,,EXEMPT-MASS MAILINGS/DUNN,,,2022-10-14 00:00:00,18275.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,RICHMOND,23219,MATERIALS,,2022,SB,4120120221632540468,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720610,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720557,30B,B11D2E64276D843DC891,1651324,ORG,ORGANIZATION,,,"THE STONERIDGE GROUP, LLC",GA,,,,,EXEMPT-MASS MAILING/RUBIO,,,2022-10-14 00:00:00,133182.55,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,ALPHARETTA,30022,MATERIALS,,2022,SB,4120120221632540308,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720557,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720556,30B,B2F7A6FFEBFC143D7AB3,1651324,ORG,ORGANIZATION,,,RIGHT AIM MEDIA LLC,FL,,,,,EXEMPT-MASS MAILING/LUNA,,,2022-10-14 00:00:00,94695.68,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,TAMPA,336092820,MATERIALS,,2022,SB,4120120221632540305,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720556,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720552,30B,B6CDCAFB47CEC4E2E88B,1651324,ORG,ORGANIZATION,,,STORYTELLERS GROUP LLC,TN,,,,,EXEMPT-MASS MAILING/SALAZAR,,,2022-10-14 00:00:00,30853.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,GALLATIN,370661832,MATERIALS,,2022,SB,4120120221632540294,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720552,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720545,21B,B3E7AFC65D823452EAB7,1651324,ORG,ORGANIZATION,,,WINRED TECHNICAL SERVICES LLC,VA,,,,,CREDIT CARD SERVICE FEES,,,2022-10-14 00:00:00,30.68,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,ARLINGTON,222092517,OTHER,,2022,SB,4120120221632540273,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720545,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720544,21B,B2A1FA7515BA644C0B87,1651324,ORG,ORGANIZATION,,,"CAMPAIGN INBOX, LLC",DC,,,,,EMAIL CONSULTING/LIST RENTAL FEES,,,2022-10-14 00:00:00,35.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,WASHINGTON,200012993,ADMINISTRATIVE,,2022,SB,4120120221632540272,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720544,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720544,21B,B06B0AFE881154861B43,1651324,ORG,ORGANIZATION,,,WINRED TECHNICAL SERVICES LLC,VA,,,,,CREDIT CARD SERVICE FEES,,,2022-10-14 00:00:00,219.52,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592347250,ARLINGTON,222092517,OTHER,,2022,SB,4120120221632540271,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720544,Other Federal Operating Expenditures,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720586,30B,B573C5900DA634570A09,1651324,IND,INDIVIDUAL,,,"CASTILLA-MARQUEZ, ELIAS",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,296.67,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,CASTILLA-MARQUEZ,ELIAS,,,,,,,,,,Y,,U,F3X,4102720221592347250,MIAMI,331753618,OTHER,,2022,SB,4120120221632540396,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720586,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720586,30B,B1B835391E1084497B7D,1651324,IND,INDIVIDUAL,,,"REUMANN, NICOLE",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1483.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,REUMANN,NICOLE,,,,,,,,,,Y,,U,F3X,4102720221592347250,PALM HARBOR,346854603,OTHER,,2022,SB,4120120221632540394,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720586,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720585,30B,BAEC87645BC694CB49B8,1651324,IND,INDIVIDUAL,,,"STIRRAT, MADDOX",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,2500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,STIRRAT,MADDOX,,,,,,,,,,Y,,U,F3X,4102720221592347250,STUART,34996,OTHER,,2022,SB,4120120221632540393,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720585,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720585,30B,B391BB7AF6FA64DEC9F5,1651324,IND,INDIVIDUAL,,,"NELSON, MARCIA",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1483.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,NELSON,MARCIA,,,,,,,,,,Y,,U,F3X,4102720221592347250,SARASOTA,342433811,OTHER,,2022,SB,4120120221632540392,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720585,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720585,30B,BA93FE81F08C7450A850,1651324,IND,INDIVIDUAL,,,"DEVERE, NICHOLLE",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1483.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,DEVERE,NICHOLLE,,,,,,,,,,Y,,U,F3X,4102720221592347250,PACE,325716379,OTHER,,2022,SB,4120120221632540391,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720585,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720584,30B,B30A1BD0B776F4D5EAE5,1651324,IND,INDIVIDUAL,,,"BLANCHARD, KYLE",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,2000.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,BLANCHARD,KYLE,,,,,,,,,,Y,,U,F3X,4102720221592347250,FORT WALTON BEACH,325471326,OTHER,,2022,SB,4120120221632540390,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720584,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720584,30B,B6CEE74AD7CFC472CBCF,1651324,IND,INDIVIDUAL,,,"CABRERA, CARLO",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1483.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,CABRERA,CARLO,,,,,,,,,,Y,,U,F3X,4102720221592347250,GIBSONTON,335344411,OTHER,,2022,SB,4120120221632540389,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720584,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720584,30B,B4E58D4A44C3A41DA824,1651324,IND,INDIVIDUAL,,,"SANTAMARIA, OLGA",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1483.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,SANTAMARIA,OLGA,,,,,,,,,,Y,,U,F3X,4102720221592347250,PEMBROKE PINES,330281134,OTHER,,2022,SB,4120120221632540388,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720584,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720583,30B,B647B105977894B9589D,1651324,IND,INDIVIDUAL,,,"ADAMS, BRADLEY",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,2083.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,ADAMS,BRADLEY,,,,,,,,,,Y,,U,F3X,4102720221592347250,WINTER HAVEN,338843034,OTHER,,2022,SB,4120120221632540387,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720583,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720583,30B,B5463EE05F4294A58BFA,1651324,IND,INDIVIDUAL,,,"MONZON, CHRISTOPHER",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1483.34,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,MONZON,CHRISTOPHER,,,,,,,,,,Y,,U,F3X,4102720221592347250,HIALEAH,330165558,OTHER,,2022,SB,4120120221632540386,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720583,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720583,30B,B11FBC6FDB0144261A07,1651324,IND,INDIVIDUAL,,,"CHEVELDAYOFF, MARY DIANE",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1666.67,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,CHEVELDAYOFF,MARY DIANE,,,,,,,,,,Y,,U,F3X,4102720221592347250,WINTER GARDEN,347879419,OTHER,,2022,SB,4120120221632540385,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720583,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00099259,REPUBLICAN PARTY OF FLORIDA,2022,12G,202210279541720582,30B,B6DEA20658C2C4F69B3E,1651324,IND,INDIVIDUAL,,,"KATZEFF, JESSE",FL,,,,,PAYROLL,,,2022-10-13 00:00:00,1666.67,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-02 04:06:28,,,,0.00,KATZEFF,JESSE,,,,,,,,,,Y,,U,F3X,4102720221592347250,NAPLES,341058535,OTHER,,2022,SB,4120120221632540384,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541720582,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
